seller_id,seller_state,total_orders,total_revenue,avg_delivery_days,avg_review_score,late_rate_pct
c3867b4666c7d76867627c2f7fb22e21,SP,225,39447.17,15.1,4.09,12.0
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,453,39306.62,11.7,4.14,5.52
855668e0971d4dfd7bef1b6a4133b41b,SP,298,38392.64,15.9,3.87,14.09
e9bc59e7b60fc3063eb2290deda4cced,PR,203,38174.33,13.9,4.09,11.33
88460e8ebdecbfecb5f9601833981930,PR,238,38098.52,17.5,3.44,20.17
87142160b41353c4e5fca2360caf6f92,RS,302,37785.69,10.5,4.41,5.63
59417c56835dd8e2e72f91f809cd4092,SP,18,37657.77,12.0,4.28,0.0
0241d4d5d36f10f80c644447315af0bd,PR,230,37377.51,10.5,4.4,6.09
1554a68530182680ad5c8b042c3ab563,MG,244,35989.91,13.8,4.36,6.97
2528513dd95219a6013d4d05176e391a,SP,153,35837.77,10.1,4.03,5.23
76d5af76d0271110f9af36c92573f765,SP,127,35784.69,11.5,4.16,9.45
9c0e69c7bf2619675bbadf47b43f655a,SP,145,35589.23,14.5,4.22,11.03
70a12e78e608ac31179aea7f8422044b,SP,309,35353.03,14.3,3.8,11.0
5c243662ce92d84573bfaff24c3e3700,SP,98,34637.66,10.4,4.14,3.06
70eea00b476a314817cefde4aad4f89a,SP,104,33884.47,13.0,4.41,7.69
7681ef142fd2c19048da7430856b5588,SP,56,33716.97,10.2,4.27,14.29
001cca7ae9ae17fb1caed9dfb1094831,ES,194,32968.36,13.0,4.08,6.7
e59aa562b9f8076dd550fcddf0e73491,PR,69,32876.38,13.6,4.26,10.14
1900267e848ceeba8fa32d80c1a5f5a8,SP,377,32678.49,13.0,3.94,11.14
59b22a78efb79a4797979612b885db36,MG,124,32119.1,12.3,3.98,12.9
d23019c84ffae2d5ef2270367b8605fc,PR,39,32096.18,10.7,4.41,2.56
9f505651f4a6abe901a56cdc21508025,SP,392,31934.63,7.7,4.37,5.1
d1c281d3ae149232351cd8c8cc885f0d,SP,202,31929.86,12.4,3.91,9.41
0b90b6df587eb83608a64ea8b390cf07,PR,160,31733.47,14.2,4.05,3.75
a3a38f4affed601eb87a97788c949667,SC,249,31651.19,12.1,4.4,4.82
8b321bb669392f5163d04c59e235e066,SP,926,31444.01,12.2,4.11,10.48
16090f2ca825584b5a147ab24aa30c86,SP,397,30951.63,8.7,4.09,10.83
900ba814c251a692506d7834c1218441,SP,85,30881.72,12.2,4.22,14.12
d2374cbcbb3ca4ab1086534108cc3ab7,SP,497,30098.88,14.3,3.83,6.04
897060da8b9a21f655304d50fd935913,SP,302,30032.76,14.5,3.72,11.92
12b9676b00f60f3b700e83af21824c0e,RS,133,29927.64,14.6,4.55,1.5
c003204e1ab016dfa150abc119207b24,SP,194,29520.56,9.2,4.48,6.7
b32be1695eb7ec5f10f72d9610a12527,RS,44,29512.68,11.9,4.14,4.55
7e1fb0a3ebfb01ffb3a7dae98bf3238d,SP,154,28952.62,15.1,4.18,12.99
de23c3b98a88888289c6f5cc1209054a,SP,158,28005.33,10.6,4.31,10.13
dc4a0fc896dc34b0d5bfec8438291c80,SP,218,27911.2,13.5,3.85,6.88
a416b6a846a11724393025641d4edd5e,SP,157,27865.8,12.0,4.22,12.74
1c68394e931a64f90ea236c5ea590300,PR,137,27800.57,15.9,3.96,3.65
f62d7bb4a613ec758a03342d46b580b2,MG,32,26790.59,13.4,4.38,12.5
1a3df491d1c4f1589fc2b934ada68bf2,SC,160,26550.63,14.3,4.28,5.63
b94cc9f10ddc85e4ba73a6f7974e7101,RJ,39,26368.49,10.1,4.3,7.69
710e3548e02bc1d2831dfc4f1b5b14d4,PR,129,25887.13,14.1,3.44,4.65
7ad32824caee82087b3e2e5f33b1bf32,SP,144,25571.41,11.7,3.86,14.58
612170e34b97004b3ba37eae81836b4c,RS,107,25498.98,10.6,4.43,1.87
729f06993dac8e860d4f02d7088ca48a,SP,93,25004.19,11.3,4.21,11.83
8f2ce03f928b567e3d56181ae20ae952,SP,151,24969.8,14.0,4.15,15.23
f45122a9ab94eb4f3f8953578bc0c560,SP,180,24920.7,12.3,3.99,7.78
b37c4c02bda3161a7546a4e6d222d5b2,SP,4,24487.6,18.5,2.25,25.0
744dac408745240a2c2528fb1b6028f3,PR,78,24479.99,10.6,4.58,1.28
06e5eefc71ec47ae763c5c6f8db7064f,RS,90,24091.53,10.5,3.98,2.22
0dd184061fb0eaa7ca37932c68ab91c5,SP,159,24069.28,11.4,4.03,11.95
40db9e9aa57f7bb151bcda6b0f9bdbb7,PE,12,23823.99,14.4,2.36,8.33
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,SP,20,23695.2,11.0,3.65,25.0
8444e55c1f13cd5c179851e5ca5ebd00,MG,91,23686.07,20.7,3.35,6.59
85d9eb9ddc5d00ca9336a2219c97bb13,MG,498,23550.95,14.2,4.23,3.61
2b3e4a2a3ea8e01938cabda2a3e5cc79,SP,51,23353.94,8.2,4.43,0.0
00ee68308b45bc5e2660cd833c3f81cc,SP,133,23290.08,9.2,4.3,9.02
7b0df942f46435babab05d49b744b2c4,SP,32,23272.78,10.6,4.39,9.38
59fb871bf6f4522a87ba567b42dafecf,SP,123,23192.18,11.5,4.28,6.5
05ff92fedb5be47920fea08e501238b9,RS,57,22983.87,11.9,4.32,5.26
004c9cd9d87a3c30c522c48c4fc07416,SP,155,22951.07,14.4,4.16,8.39
dc317f341ab0e22f39acbd9dbf9b4a1f,RS,55,22658.91,12.0,4.15,5.45
b1b3948701c5c72445495bd161b83a4c,SP,14,21924.25,22.9,1.93,64.29
48162d548f5b1b11b9d29d1e01f75a61,SP,65,21905.25,11.0,4.03,3.08
bfd27a966d91cfaafdb25d076585f0da,SP,114,21900.86,11.9,4.32,5.26
f457c46070d02cadd8a68551231220dd,PR,178,21852.45,14.3,3.97,6.74
0c8380b62e38e8a1e6adbeba7eb9688c,MG,176,21771.28,12.6,4.07,5.68
128639473a139ac0f3e5f5ade55873a5,PR,524,21667.87,13.9,4.22,6.3
44073f8b7e41514de3b7815dd0237f4f,DF,142,21562.06,12.7,3.74,3.52
76d64c4aca3a7baf218bf93ef7fa768d,PR,64,21127.6,10.5,4.23,3.13
fa40cc5b934574b62717c68f3d678b6d,SP,302,20525.42,10.8,4.49,6.29
54a1852d1b8f10312c55e906355666ee,SP,197,20327.34,11.0,4.37,9.64
cd68562d3f44870c08922d380acae552,SP,122,20279.86,15.8,4.02,18.03
96493fab2fbb13a14d0c0e8772eef5c3,SP,63,20181.23,12.9,4.06,6.35
7aa4334be125fcdd2ba64b3180029f14,SP,212,20092.2,15.7,4.14,13.68
527801b552d0077ffd170872eb49683b,SP,90,20045.32,12.6,4.47,10.0
41b39e28db005d9731d9d485a83b4c38,SP,181,19955.01,12.1,4.17,6.63
c33847515fa6305ce6feb1e818569f13,SC,110,19877.99,8.9,3.89,4.55
1e8b33f18b4f7598d87f5cbee2282cc2,SP,119,19541.19,7.5,4.45,5.04
4b9750c8ad28220fe6702d4ecb7c898f,SP,217,19409.29,9.0,4.36,7.83
9de4643a8dbde634fe55621059d92273,SC,72,19369.32,14.1,4.53,4.17
86ccac0b835037332a596a33b6949ee1,SC,170,19264.97,11.8,4.28,3.53
821fb029fc6e495ca4f08a35d51e53a5,SP,24,19217.17,16.4,3.48,37.5
d650b663c3b5f6fb392b6326366efa9a,SP,56,18936.83,9.3,4.43,7.14
4c2b230173bb36f9b240f2b8ac11786e,SP,255,18900.69,12.4,4.0,10.2
c72de06d72748d1a0dfb2125be43ba63,BA,21,18733.18,9.1,4.48,0.0
94144541854e298c2d976cb893b81343,RS,68,18715.65,12.4,4.25,4.41
ef0ace09169ac090589d85746e3e036f,RJ,128,18675.8,12.4,4.4,8.59
a888faf2d1baececa6baf9c3d603ee1f,PR,53,18672.75,17.5,4.09,15.09
165fc07beebdcb6190fba8a06db2a449,PR,47,18405.74,12.7,3.89,12.77
79ebd9a61bac3eaf882805ed4ecfa12a,PR,125,18362.11,15.2,4.15,6.4
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,105,18285.31,12.7,4.11,6.67
2a84855fd20af891be03bc5924d2b453,MG,153,17987.56,8.2,4.38,3.27
abe42c5d03695b4257b5c6cbf4e6784e,RJ,49,17947.55,13.9,3.96,16.33
2138ccb85b11a4ec1e37afbd1c8eda1f,SP,380,17834.91,10.9,3.98,5.53
229c3efbfb0ea2058de4ccdfbc3d784a,MG,118,17779.71,10.3,3.62,1.69
8ae520247981aa06bc94abddf5f46d34,SC,65,17766.34,10.5,4.45,1.54
66922902710d126a0e7d26b0e3805106,MG,150,17678.97,10.9,4.5,7.33
01fdefa7697d26ad920e9e0346d4bd1b,PR,128,17577.84,10.3,4.38,6.25
213b25e6f54661939f11710a6fddb871,SP,138,17505.83,15.2,4.02,9.42
1b4c3a6f53068f0b6944d2d005c9fc89,SC,110,17397.65,14.1,4.27,6.36
d921b68bf747894be13a97ae52b0f386,MG,76,17175.08,9.5,4.61,1.32
4a3ccda38b2129705f3fb522db62ca31,SP,62,17173.67,13.0,3.97,9.68
5cf13accae3222c70a9cac40818ae839,MG,144,17143.62,10.3,4.51,3.47
e5a38146df062edaf55c38afa99e42dc,SP,119,17110.07,11.8,4.0,9.24
c3acdfac4e3e97ff87529454fbc03642,SP,12,17057.28,10.8,4.25,8.33
2e90cb1677d35cfe24eef47d441b7c87,SP,126,16809.92,12.0,4.11,13.49
d94a40fd42351c259927028d163af842,MG,96,16693.22,13.6,4.3,4.17
2a5b78b41cd05baeac8df54c6606b92c,MG,46,16666.07,8.6,4.54,2.17
669ae81880e08f269a64487cfb287169,SC,161,16621.41,11.7,4.26,4.35
6d66611d7c44cc30ce351abc49a68421,SP,162,16611.31,11.7,3.98,6.17
1f1bb1f0859883505541bdd6606193e5,SP,27,16562.87,13.6,4.33,11.11
6061155addc1e54b4cfb51c1c2a32ad8,SP,27,16476.06,5.6,4.78,3.7
c847e075301870dd144a116762eaff9a,MG,41,16341.48,16.4,4.2,9.76
3b15288545f8928d3e65a8f949a28291,SP,98,16155.05,14.2,4.12,7.14
a673821011d0cec28146ea42f5ab767f,SP,122,16091.65,12.6,4.01,11.48
0b35c634521043bf4b47e21547b99ab5,PR,49,16073.81,19.1,3.42,16.33
f9244d45189d3a3605499abddeade7d5,SP,20,15902.16,14.6,4.35,0.0
a5cba26a62b8b4d0145b68b841e62e7f,PR,53,15785.77,12.8,4.57,1.89
6039e27294dc75811c0d8a39069f52c0,SP,62,15723.01,17.6,3.74,22.58
6edacfd9f9074789dad6d62ba7950b9c,SP,198,15696.59,8.5,4.46,6.06
ce248b21cb2adc36282ede306b7660e5,SC,64,15673.33,15.3,4.23,10.94
a3e9a2c700480d9bb01fba070ba80a0e,SP,121,15670.72,12.7,4.08,9.92
701938c450705b8ae65fc923b70f35c7,SP,74,15650.89,12.5,4.0,6.76
b8bc237ba3788b23da09c0f1f3a3288c,SC,45,15621.16,11.3,4.32,2.22
080199a181c46c657dc5aa235411be3b,SP,79,15544.88,7.6,4.62,2.53
1f9ab4708f3056ede07124aad39a2554,SP,75,15475.32,14.1,4.14,5.33
c31eff8334d6b3047ed34bebd4d62c36,SP,117,15409.75,12.4,3.89,14.53
aba1721a889e04decc910aa13b768ef4,SP,82,15379.45,8.9,4.45,10.98
ac3508719a1d8f5b7614b798f70af136,RS,100,15371.9,8.9,4.64,3.0
cfb1a033743668a192316f3c6d1d2671,SP,133,15337.82,11.8,4.2,12.03
530ec6109d11eaaf87999465c6afee01,PR,94,15279.16,10.4,4.34,1.06
e2a1ac9bf33e5549a2a4f834e70df2f8,SP,5,15200.56,11.8,4.8,0.0
ce7d1888639e6fb06b2749cbfdac1ff7,MG,77,15195.34,14.2,4.19,9.09
440dd6ab244315c632130ecfb63827b1,SP,91,15181.57,16.2,3.89,13.19
c6bda72e4dbf5c5866b13cb1810c6d03,SP,57,15171.33,9.8,4.4,3.51
00fc707aaaad2d31347cf883cd2dfe10,PR,102,15155.84,14.8,4.11,4.9
8e6d7754bc7e0f22c96d255ebda59eba,SP,79,15078.09,15.2,3.68,17.72
289cdb325fb7e7f891c38608bf9e0962,SP,104,15070.91,6.3,4.61,1.92
05f51e13da97139648b8125c31e5f51b,MG,57,14988.96,12.1,4.23,15.79
a7f13822ceb966b076af67121f87b063,SP,73,14980.43,22.1,3.4,6.85
0ea22c1cfbdc755f86b9b54b39c16043,MG,225,14924.32,10.6,4.45,1.78
431af27f296bc6519d890aa5a05fdb11,SP,115,14916.51,16.9,3.82,15.65
d50d79cb34e38265a8649c383dcffd48,SP,69,14911.8,12.5,4.24,7.25
48436dade18ac8b2bce089ec2a041202,SP,134,14840.21,13.9,4.1,7.46
f08a5b9dd6767129688d001acafc21e5,RS,11,14565.74,18.5,4.27,18.18
2e1c9f22be269ef4643f826c9e650a52,SP,160,14542.76,9.4,4.26,6.88
e26901d5ab434ce92fd9b5c256820a4e,SP,197,14506.93,8.8,4.2,2.54
ef506c96320abeedfb894c34db06f478,SP,311,14499.9,13.0,3.97,8.68
d6b1ce66b035a475f00c017792ff9769,SP,90,14466.54,9.7,4.35,6.67
34d1ca11b242c0fee2c834ae8d788566,MG,40,14404.28,12.7,4.33,0.0
8d956fec2e4337affcb520f56fd8cbfd,SP,209,14338.62,8.8,4.22,10.53
2b1a40c1daabc6ca280c4b815c101841,MG,22,14175.74,12.9,3.82,4.55
240b9776d844d37535668549a396af32,RJ,35,14171.65,11.0,4.34,5.71
610f72e407cdd7caaa2f8167b0163fd8,SP,15,14155.2,12.7,3.8,13.33
ff063b022a9a0aab91bad2c9088760b7,SP,93,14150.53,8.9,4.31,3.23
1ca7077d890b907f89be8c954a02686a,SP,108,14102.15,15.0,2.39,22.22
813348c996469b40f2e028d5429d3495,SP,170,14099.16,9.7,4.08,5.29
0be8ff43f22e456b4e0371b2245e4d01,SP,155,14056.66,9.9,4.05,6.45
95e03ca3d4146e4011985981aeb959b9,RJ,169,14053.32,12.1,4.05,3.55
9e6229250fedbe05838fef417b74e7fb,SP,68,14037.36,11.4,3.97,4.41
d05ae8f7a5bd1d2a690a44cd079e4e27,RJ,75,14008.85,11.0,3.95,9.33
70c27847eca8195c983ed7e798c56743,RJ,77,13985.44,10.8,4.23,9.09
75d34ebb1bd0bd7dde40dd507b8169c3,BA,57,13969.77,15.5,3.93,15.79
cab85505710c7cb9b720bceb52b01cee,SP,200,13923.4,9.7,4.33,2.5
6cd68b3ed6d59aaa9fece558ad360c0a,MG,148,13895.19,10.1,4.45,2.03
5058e8c1e82653974541e83690655b4a,SP,61,13845.06,26.3,3.28,13.11
b372ee768ed69e46ca8cdbd267aa7a38,SP,63,13813.84,12.1,4.43,0.0
80e6699fe29150b372a0c8a1ebf7dcc8,PR,95,13785.58,11.2,4.37,4.21
e24fc9fcd865784fb25705606fe3dfe7,SP,51,13780.71,12.1,4.16,7.84
8cc6a0e5738e61a87b03c78b2ba9db4b,MG,23,13776.6,16.2,4.48,8.7
c8b0e2b0a7095e5d8219575d5e7e1181,SP,83,13739.77,9.9,4.1,7.23
99eaacc9e6046db1c82b163c5f84869f,SP,63,13723.94,14.5,4.0,11.11
1d8dbc4f32378d715c717c1c1fc57bae,PR,90,13694.26,15.2,4.09,10.0
25e6ffe976bd75618accfe16cefcbd0d,SP,106,13664.34,9.6,4.44,5.66
a6bd7d1ccdac48c6b33b28596b7eb122,PB,14,13649.21,15.9,3.69,14.29
adbc26658d6c7b4b6219f9d934598091,PR,87,13603.06,16.9,4.11,16.09
056b4ada5bbc2c50cc7842547dda6b51,RJ,64,13485.79,12.4,4.21,10.94
e8b3a3a38279a82f0e5d006d5e5b7d2c,PR,80,13482.72,16.9,4.01,5.0
c66dccfb3f109511246da627dd5a2498,SP,43,13400.18,11.1,4.56,4.65
ed4acab38528488b65a9a9c603ff024a,SP,32,13369.76,9.4,3.72,3.13
ad97a199236354e53fcd91a5a913e9a2,SC,16,13284.02,15.1,4.5,12.5
039e6ad9dae79614493083e241147386,SP,5,13273.42,14.0,4.0,20.0
562fc2f2c2863ab7e79a9e4388a58a14,SP,252,13266.26,10.9,4.23,3.57
7202e2ba20579a9bd1acb29e61fe71f6,SP,51,13217.21,12.9,3.98,5.88
8b8cfc8305aa441e4239358c9f6f2485,PR,15,13110.7,12.1,4.2,13.33
5343d0649eca2a983820bfe93fc4d17e,SP,68,13072.92,10.6,3.96,10.29
fbc14c0cf93505ef89f64665ffa4a7b5,SP,18,13061.11,11.6,4.18,5.56
5a8e7d5003a1f221f9e1d6e411de7c23,SP,128,12988.84,10.0,4.2,6.25
4830e40640734fc1c52cd21127c341d4,SP,202,12893.84,9.6,4.24,6.93
d1b65fc7debc3361ea86b5f14c68d2e2,SP,39,12823.32,8.7,4.64,5.13
6e386f64c84e482f0b9abf960797ee1b,SP,29,12820.81,9.9,4.61,10.34
1da3aeb70d7989d1e6d9b0e887f97c23,SP,256,12805.25,8.2,4.17,5.86
ccb83a794700270fde70898fe9ff368b,SC,12,12785.73,16.1,4.33,16.67
72c5da29406b4234927b81855e7b64f6,SP,31,12723.05,10.3,4.13,3.23
ca3bd7cd9f149df75950150d010fe4a2,SP,68,12684.86,13.1,4.09,4.41
09f952a5f58d2285b0372551ae8f9b01,SP,46,12653.64,13.0,3.98,6.52
b499c00f28f4b7069ff6550af8c1348a,SP,144,12652.66,11.1,4.26,13.19
c9c7905cffc4ef9ff9f113554423e671,SP,125,12652.48,10.7,4.15,10.4
66e0557ecc2b4dbea057e93f215f68d8,SP,30,12628.42,31.3,4.03,26.67
dd2bdf855a9172734fbc3744021ae9b9,MG,105,12602.3,14.8,3.88,5.71
f262cbc1c910c83959f849465454ddd3,SP,188,12600.31,8.7,4.18,9.57
7901646fdd36a55f564ffaf2dbccaaf7,RJ,22,12478.84,9.3,4.5,13.64
7040e82f899a04d1b434b795a43b4617,SP,205,12419.23,10.0,3.66,9.76
87b740daf17b5d1be335a64164ec6842,SP,10,12411.06,16.9,4.0,10.0
b4f8921fcc4ff77b66bea6dda43dcd51,RS,17,12385.53,7.2,4.53,5.88
1c129092bf23f28a5930387c980c0dfc,SP,190,12378.76,11.4,4.29,5.79
82e0a475a88cc9595229d8029273f045,SP,41,12329.97,15.6,3.71,9.76
c864036feaab8c1659f65ea4faebe1da,PR,58,12299.77,11.8,4.57,3.45
54965bbe3e4f07ae045b90b0b8541f52,PR,72,12246.89,25.8,3.18,30.56
dd7ddc04e1b6c2c614352b383efe2d36,SP,118,12173.97,14.8,3.85,16.1
17ca9b9e9b9ef8fdb529001b49ebb50f,MG,115,12159.21,7.8,4.07,2.61
33a6f4b1e7cdc205511e76ba1b6e0186,SP,102,12143.92,8.2,4.46,1.96
c60b801f2d52c7f7f91de00870882a75,SP,38,12109.49,15.8,3.45,21.05
c4d51195486dc781531876a7d00453d8,SP,17,12038.35,23.1,3.94,29.41
bba3293d6f5d5af2f415e004e8b93ae3,SP,17,12028.79,11.7,4.29,5.88
9d5a9018aee56acb367ba9c3f05d1d6a,GO,66,11988.49,14.5,4.45,1.52
23d7c96d4a1160db1c726b248601b25a,SP,50,11947.17,12.7,3.92,12.0
f3b80352b986ab4d1057a4b724be19d0,DF,86,11941.36,9.9,4.21,0.0
f80edd2c5aaa505cc4b0a3b219abf4b8,SP,113,11909.13,11.7,4.2,5.31
7ea5bfa6c340f58f8e71fc1f0412b0d6,MG,92,11891.07,12.6,4.32,7.61
6973a06f484aacf400ece213dbf3d946,SP,82,11888.83,14.7,3.78,18.29
31344c16881c08a8a72c6d2eb29918c1,MG,42,11827.78,15.2,4.43,4.76
6c7d50c24b3ccd2fd83b44d8bb34e073,SP,109,11686.57,11.8,4.53,1.83
4e7c18b98d84e05cbae3ff0ff03846c2,SP,80,11662.24,11.5,4.22,5.0
aafe36600ce604f205b86b5084d3d767,SC,128,11624.82,12.1,4.41,4.69
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,122,11623.79,9.7,4.19,2.46
5d378b73ab7dd6f0418d743e5dcb0bd1,SP,6,11612.7,30.2,3.83,16.67
3db66a856d18a9cba7c9241fc5221c50,MG,94,11561.92,15.5,4.2,11.7
32b8764b4ef628b53608fc34011fcc13,SC,35,11534.68,10.9,4.23,8.57
0df3984f9dfb3d49ac6366acbd3bbb85,MG,85,11499.75,9.2,4.42,1.18
8b28d096634035667e8263d57ba3368c,SP,136,11468.39,13.8,4.04,11.76
aaed1309374718fdd995ee4c58c9dfcd,SC,103,11451.99,11.8,4.09,2.91
01cf7e3d21494c41fb86034f2e714fa1,PR,59,11404.01,11.3,4.12,5.08
9d4db00d65d7760644ac0c14edb5fd86,SP,97,11355.3,7.6,4.54,4.12
9b013e03b2ab786505a1d3b5c0756754,SP,168,11295.03,8.2,4.23,5.95
92eb0f42c21942b6552362b9b114707d,SP,330,11195.45,13.1,4.03,7.88
ea566164622c6b439516ab18062c42cd,SP,50,11167.98,13.6,3.78,22.0
5656537e588803a555b8eb41f07a944b,DF,169,11124.49,10.8,3.91,7.1
81a1104df0f08b59c68aa5b03cfe398e,PR,72,11115.43,12.4,4.31,5.56
1c5e4e49b9079480255b49d50aac1aa9,SP,12,11062.72,8.3,4.33,0.0
259f7b5e6e482c230e5bfaa670b6bb8f,SP,134,11030.81,8.3,4.37,2.24
fffd5413c0700ac820c7069d66d98c89,SP,54,10978.31,13.3,4.02,14.81
bd23da7354813347129d751591d1a6e2,SP,84,10976.15,9.5,4.11,4.76
cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,159,10929.05,12.4,4.21,8.81
0db783cfcd3b73998abc6e10e59a102f,SP,130,10887.69,11.3,4.22,3.85
